file;name;input;runtime;input;output
Epigenomics_9970_00.xml;mapMerge_chr21;33520271.000000;14.680000;33520271.000000;31622897.000000
Epigenomics_9970_00.xml;mapMerge_chr21;37912961.000000;16.720000;37912961.000000;35766944.000000
Epigenomics_9970_00.xml;mapMerge_chr21;42656375.000000;18.100000;42656375.000000;40241863.000000
Epigenomics_9970_00.xml;mapMerge_chr21;35848929.000000;13.930000;35848929.000000;33819744.000000
Epigenomics_9970_00.xml;mapMerge_chr21;30918788.000000;11.940000;30918788.000000;29168667.000000
Epigenomics_9970_00.xml;mapMerge_chr21;51068430.000000;20.920000;51068430.000000;48177764.000000
Epigenomics_9970_00.xml;mapMerge_chr21;33676542.000000;14.180000;33676542.000000;31770322.000000
Epigenomics_9970_00.xml;mapMerge_chr21;53067582.000000;29.720000;53067582.000000;50063756.000000
Epigenomics_9970_00.xml;mapMerge_chr21;42980851.000000;20.770000;42980851.000000;40547972.000000
Epigenomics_9970_00.xml;mapMerge_chr21;46642350.000000;21.380000;46642350.000000;44002216.000000
Epigenomics_9970_00.xml;mapMerge_chr21;27287574.000000;12.300000;27287574.000000;25742994.000000
Epigenomics_9970_00.xml;mapMerge_chr21;34343171.000000;11.980000;34343171.000000;32399217.000000
Epigenomics_9970_00.xml;mapMerge_chr21;17088261.000000;11.830000;17088261.000000;16121000.000000
Epigenomics_9970_00.xml;mapMerge_chr21;27134745.000000;9.450000;27134745.000000;25598816.000000
Epigenomics_9970_00.xml;mapMerge_chr21;51135256.000000;26.410000;51135256.000000;48240807.000000
Epigenomics_9970_00.xml;mapMerge_chr21;38311609.000000;15.420000;38311609.000000;36143027.000000
Epigenomics_9970_00.xml;mapMerge_chr21;24962175.000000;14.590000;24962175.000000;23549221.000000
Epigenomics_9970_00.xml;mapMerge_chr21;36198282.000000;12.980000;36198282.000000;34149322.000000
Epigenomics_9970_00.xml;mapMerge_chr21;26605725.000000;13.470000;26605725.000000;25099740.000000
Epigenomics_9970_00.xml;mapMerge_chr21;36188309.000000;15.600000;36188309.000000;34139914.000000
Epigenomics_9970_00.xml;mapMerge_chr21;34951430.000000;13.150000;34951430.000000;32973047.000000
Epigenomics_9970_00.xml;mapMerge_chr21;42570396.000000;17.900000;42570396.000000;40160750.000000
Epigenomics_9970_00.xml;mapMerge_chr21;43157271.000000;19.960000;43157271.000000;40714406.000000
Epigenomics_9970_00.xml;mapMerge_chr21;28445733.000000;12.060000;28445733.000000;26835597.000000
Epigenomics_9970_00.xml;mapMerge_chr21;45435697.000000;18.920000;45435697.000000;42863865.000000
Epigenomics_9970_00.xml;mapMerge_chr21;28514741.000000;10.780000;28514741.000000;26900699.000000
Epigenomics_9970_00.xml;mapMerge_chr21;31134648.000000;24.740000;31134648.000000;29372309.000000
Epigenomics_9970_00.xml;mapMerge_chr21;22355911.000000;8.790000;22355911.000000;21090482.000000
Epigenomics_9970_00.xml;mapMerge_chr21;19046685.000000;7.380000;19046685.000000;17968570.000000
Epigenomics_9970_00.xml;mapMerge_chr21;49988828.000000;19.050000;49988828.000000;47159271.000000
Epigenomics_9970_00.xml;mapMerge_chr21;36417778.000000;14.270000;36417778.000000;34356394.000000
Epigenomics_9970_00.xml;mapMerge_chr21;28393119.000000;13.020000;28393119.000000;26785961.000000
Epigenomics_9970_00.xml;mapMerge_chr21;35778676.000000;13.550000;35778676.000000;33753467.000000
Epigenomics_9970_00.xml;mapMerge_chr21;35859866.000000;19.750000;35859866.000000;33830062.000000
Epigenomics_9970_00.xml;mapMerge_chr21;19063276.000000;7.290000;19063276.000000;17984222.000000
Epigenomics_9970_00.xml;mapMerge_chr21;39628226.000000;14.190000;39628226.000000;37385118.000000
Epigenomics_9970_00.xml;mapMerge_chr21;30158133.000000;12.530000;30158133.000000;28451068.000000
Epigenomics_9970_00.xml;mapMerge_chr21;31882594.000000;13.570000;31882594.000000;30077918.000000
Epigenomics_9970_00.xml;mapMerge_chr21;19790778.000000;7.520000;19790778.000000;18670545.000000
Epigenomics_9970_00.xml;mapMerge_chr21;28756422.000000;12.770000;28756422.000000;27128700.000000
Epigenomics_9970_00.xml;mapMerge_chr21;23487902.000000;11.280000;23487902.000000;22158398.000000
Epigenomics_9970_00.xml;mapMerge_chr21;27750083.000000;10.990000;27750083.000000;26179323.000000
Epigenomics_9970_00.xml;mapMerge_chr21;37276502.000000;13.940000;37276502.000000;35166511.000000
Epigenomics_9970_00.xml;mapMerge_chr21;39679417.000000;16.140000;39679417.000000;37433412.000000
Epigenomics_9970_00.xml;mapMerge_chr21;24665292.000000;13.260000;24665292.000000;23269143.000000
Epigenomics_9970_00.xml;mapMerge_chr21;52705481.000000;27.150000;52705481.000000;49722151.000000
Epigenomics_9970_00.xml;mapMerge_chr21;41913406.000000;23.790000;41913406.000000;39540949.000000
Epigenomics_9970_00.xml;mapMerge_chr21;39923744.000000;13.570000;39923744.000000;37663909.000000
Epigenomics_9970_00.xml;mapMerge_chr21;41431962.000000;22.800000;41431962.000000;39086756.000000
Epigenomics_9970_00.xml;mapMerge_chr21;46720136.000000;17.740000;46720136.000000;44075600.000000
Epigenomics_9970_00.xml;mapMerge_chr21;22740871.000000;8.160000;22740871.000000;21453651.000000
Epigenomics_9970_00.xml;mapMerge_chr21;28919263.000000;13.840000;28919263.000000;27282323.000000
Epigenomics_9970_00.xml;mapMerge_chr21;31911666.000000;12.870000;31911666.000000;30105345.000000
Epigenomics_9970_00.xml;mapMerge_chr21;46515948.000000;18.470000;46515948.000000;43882969.000000
Epigenomics_9970_00.xml;mapMerge_chr21;51206654.000000;27.620000;51206654.000000;48308164.000000
Epigenomics_9970_00.xml;mapMerge_chr21;67170073.000000;23.750000;67170073.000000;63367993.000000
Epigenomics_9970_00.xml;mapMerge_chr21;49830288.000000;26.820000;49830288.000000;47009705.000000
Epigenomics_9970_00.xml;mapMerge_chr21;46610664.000000;16.640000;46610664.000000;43972324.000000
Epigenomics_9970_00.xml;mapMerge_chr21;33957523.000000;13.380000;33957523.000000;32035399.000000
Epigenomics_9970_00.xml;mapMerge_chr21;47757835.000000;18.590000;47757835.000000;45054561.000000
Epigenomics_9970_00.xml;mapMerge_chr21;28139320.000000;12.580000;28139320.000000;26546528.000000
Epigenomics_9970_00.xml;mapMerge_chr21;36405939.000000;18.820000;36405939.000000;34345225.000000
Epigenomics_9970_00.xml;mapMerge_chr21;32208050.000000;14.290000;32208050.000000;30384952.000000
Epigenomics_9970_00.xml;mapMerge_chr21;27403842.000000;14.360000;27403842.000000;25852681.000000
Epigenomics_9970_00.xml;mapMerge_chr21;24884421.000000;10.310000;24884421.000000;23475868.000000
Epigenomics_9970_00.xml;mapMerge_chr21;35283191.000000;16.020000;35283191.000000;33286029.000000
Epigenomics_9970_00.xml;mapMerge_chr21;45344112.000000;19.300000;45344112.000000;42777464.000000
Epigenomics_9970_00.xml;mapMerge_chr21;50219652.000000;25.840000;50219652.000000;47377030.000000
Epigenomics_9970_00.xml;mapMerge_chr21;34443244.000000;17.150000;34443244.000000;32493626.000000
Epigenomics_9970_00.xml;mapMerge_chr21;32383426.000000;20.970000;32383426.000000;30550401.000000
Epigenomics_9970_00.xml;mapMerge_chr21;35629175.000000;17.160000;35629175.000000;33612429.000000
Epigenomics_9970_00.xml;mapMerge_chr21;38746709.000000;22.080000;38746709.000000;36553499.000000
Epigenomics_9970_00.xml;mapMerge_chr21;52578401.000000;22.090000;52578401.000000;49602265.000000
Epigenomics_9970_00.xml;mapMerge_chr21;41968878.000000;18.380000;41968878.000000;39593281.000000
Epigenomics_9970_00.xml;mapMerge_chr21;48602773.000000;22.460000;48602773.000000;45851672.000000
Epigenomics_9970_00.xml;mapMerge_chr21;24958678.000000;11.090000;24958678.000000;23545922.000000
Epigenomics_9970_00.xml;mapMerge_chr21;42805612.000000;18.260000;42805612.000000;40382652.000000
Epigenomics_9970_00.xml;mapMerge_chr21;29710120.000000;15.000000;29710120.000000;28028415.000000
Epigenomics_9970_00.xml;mapMerge_chr21;40576679.000000;21.100000;40576679.000000;38279885.000000
Epigenomics_9970_00.xml;mapMerge_chr21;55041196.000000;28.000000;55041196.000000;51925656.000000
Epigenomics_9970_00.xml;mapMerge_chr21;38815781.000000;18.090000;38815781.000000;36618661.000000
Epigenomics_9970_00.xml;mapMerge_chr21;29041184.000000;13.020000;29041184.000000;27397343.000000
Epigenomics_9970_00.xml;mapMerge_chr21;35021337.000000;25.040000;35021337.000000;33038997.000000
Epigenomics_9970_00.xml;mapMerge_chr21;35513872.000000;20.410000;35513872.000000;33503652.000000
Epigenomics_9970_00.xml;mapMerge_chr21;40950078.000000;15.770000;40950078.000000;38632149.000000
Epigenomics_9970_00.xml;mapMerge_chr21;44199011.000000;17.970000;44199011.000000;41697180.000000
Epigenomics_9970_00.xml;mapMerge_chr21;31427321.000000;14.230000;31427321.000000;29648416.000000
Epigenomics_9970_00.xml;mapMerge_chr21;31314710.000000;15.960000;31314710.000000;29542179.000000
Epigenomics_9970_00.xml;mapMerge_chr21;35023811.000000;21.220000;35023811.000000;33041331.000000
Epigenomics_9970_00.xml;mapMerge_chr21;37248655.000000;17.000000;37248655.000000;35140240.000000
Epigenomics_9970_00.xml;mapMerge_chr21;47644976.000000;16.460000;47644976.000000;44948090.000000
Epigenomics_9970_00.xml;mapMerge_chr21;42205537.000000;15.960000;42205537.000000;39816544.000000
Epigenomics_9970_00.xml;mapMerge_chr21;44885916.000000;17.610000;44885916.000000;42345203.000000
Epigenomics_9970_00.xml;mapMerge_chr21;49128852.000000;23.510000;49128852.000000;46347973.000000
Epigenomics_9970_00.xml;mapMerge_chr21;19130670.000000;10.500000;19130670.000000;18047801.000000
Epigenomics_9970_00.xml;mapMerge_chr21;28263500.000000;10.290000;28263500.000000;26663679.000000
Epigenomics_9970_00.xml;mapMerge_chr21;47158469.000000;19.460000;47158469.000000;44489121.000000
Epigenomics_9970_00.xml;mapMerge_chr21;35573892.000000;16.440000;35573892.000000;33560275.000000
Epigenomics_9970_00.xml;mapMerge_chr21;47047351.000000;18.590000;47047351.000000;44384293.000000
Epigenomics_9970_00.xml;mapMerge_chr21;23231082.000000;11.030000;23231082.000000;21916115.000000
Epigenomics_9970_00.xml;mapMerge_chr21;27146790.000000;9.430000;27146790.000000;25610179.000000
Epigenomics_9970_00.xml;mapMerge_chr21;40866389.000000;20.470000;40866389.000000;38553197.000000
Epigenomics_9970_00.xml;mapMerge_chr21;38239042.000000;15.250000;38239042.000000;36074567.000000
Epigenomics_9970_00.xml;mapMerge_chr21;33090308.000000;14.340000;33090308.000000;31217271.000000
Epigenomics_9970_00.xml;mapMerge_chr21;42128325.000000;18.410000;42128325.000000;39743702.000000
Epigenomics_9970_00.xml;mapMerge_chr21;32915862.000000;12.510000;32915862.000000;31052700.000000
Epigenomics_9970_00.xml;mapMerge_chr21;38135953.000000;16.080000;38135953.000000;35977314.000000
Epigenomics_9970_00.xml;mapMerge_chr21;40766969.000000;15.630000;40766969.000000;38459404.000000
Epigenomics_9970_00.xml;mapMerge_chr21;38254249.000000;16.150000;38254249.000000;36088914.000000
Epigenomics_9970_00.xml;mapMerge_chr21;47393272.000000;19.010000;47393272.000000;44710633.000000
Epigenomics_9970_00.xml;mapMerge_chr21;42039911.000000;20.510000;42039911.000000;39660293.000000
Epigenomics_9970_00.xml;mapMerge_chr21;22835516.000000;10.040000;22835516.000000;21542939.000000
Epigenomics_9970_00.xml;mapMerge_chr21;35824718.000000;11.920000;35824718.000000;33796903.000000
Epigenomics_9970_00.xml;mapMerge_chr21;36506385.000000;17.400000;36506385.000000;34439985.000000
Epigenomics_9970_00.xml;mapMerge_chr21;29911106.000000;13.820000;29911106.000000;28218024.000000
Epigenomics_9970_00.xml;mapMerge_chr21;35484687.000000;14.820000;35484687.000000;33476119.000000
Epigenomics_9970_00.xml;mapMerge_chr21;49711835.000000;21.670000;49711835.000000;46897957.000000
Epigenomics_9970_00.xml;mapMerge_chr21;34876770.000000;12.100000;34876770.000000;32902613.000000
Epigenomics_9970_00.xml;mapMerge_chr21;24620648.000000;11.540000;24620648.000000;23227026.000000
Epigenomics_9970_00.xml;mapMerge_chr21;46564352.000000;21.350000;46564352.000000;43928633.000000
Epigenomics_9970_00.xml;mapMerge_chr21;44305333.000000;19.440000;44305333.000000;41797483.000000
Epigenomics_9970_00.xml;mapMerge_chr21;45111488.000000;15.750000;45111488.000000;42558007.000000
Epigenomics_9970_00.xml;mapMerge_chr21;41554279.000000;17.110000;41554279.000000;39202150.000000
Epigenomics_9970_00.xml;mapMerge_chr21;46130528.000000;18.450000;46130528.000000;43519366.000000
Epigenomics_9970_00.xml;mapMerge_chr21;25027080.000000;11.380000;25027080.000000;23610452.000000
Epigenomics_9970_00.xml;mapMerge_chr21;20813749.000000;9.020000;20813749.000000;19635612.000000
Epigenomics_9970_00.xml;mapMerge_chr21;34956565.000000;13.550000;34956565.000000;32977891.000000
Epigenomics_9970_00.xml;mapMerge_chr21;40379833.000000;17.120000;40379833.000000;38094182.000000
Epigenomics_9970_00.xml;mapMerge_chr21;27026109.000000;9.020000;27026109.000000;25496329.000000
Epigenomics_9970_00.xml;mapMerge_chr21;39001609.000000;18.790000;39001609.000000;36793970.000000
Epigenomics_9970_00.xml;mapMerge_chr21;36117122.000000;15.070000;36117122.000000;34072756.000000
Epigenomics_9970_00.xml;mapMerge_chr21;41814631.000000;14.440000;41814631.000000;39447765.000000
Epigenomics_9970_00.xml;mapMerge_chr21;33722861.000000;14.780000;33722861.000000;31814019.000000
Epigenomics_9970_00.xml;mapMerge_chr21;17723814.000000;7.130000;17723814.000000;16720579.000000
Epigenomics_9970_00.xml;mapMerge_chr21;25865592.000000;8.980000;25865592.000000;24401501.000000
Epigenomics_9970_00.xml;mapMerge_chr21;40315770.000000;13.680000;40315770.000000;38033745.000000
Epigenomics_9970_00.xml;mapMerge_chr21;27490247.000000;13.060000;27490247.000000;25934195.000000
Epigenomics_9970_00.xml;mapMerge_chr21;43085984.000000;27.400000;43085984.000000;40647154.000000
Epigenomics_9970_00.xml;mapMerge_chr21;33690059.000000;14.630000;33690059.000000;31783074.000000
Epigenomics_9970_00.xml;mapMerge_chr21;28264865.000000;12.910000;28264865.000000;26664966.000000
Epigenomics_9970_00.xml;mapMerge_chr21;45313211.000000;24.320000;45313211.000000;42748312.000000
Epigenomics_9970_00.xml;mapMerge_chr21;40176895.000000;17.710000;40176895.000000;37902731.000000
Epigenomics_9970_00.xml;mapMerge_chr21;36858869.000000;19.250000;36858869.000000;34772517.000000
Epigenomics_9970_00.xml;mapMerge_chr21;44808801.000000;20.750000;44808801.000000;42272453.000000
Epigenomics_9970_00.xml;mapMerge_chr21;44524219.000000;19.500000;44524219.000000;42003980.000000
Epigenomics_9970_00.xml;mapMerge_chr21;39338253.000000;16.760000;39338253.000000;37111559.000000
Epigenomics_9970_00.xml;mapMerge_chr21;62154134.000000;27.250000;62154134.000000;58635975.000000
Epigenomics_9970_00.xml;mapMerge_chr21;38190608.000000;18.840000;38190608.000000;36028875.000000
Epigenomics_9970_00.xml;mapMerge_chr21;32675088.000000;11.690000;32675088.000000;30825554.000000
Epigenomics_9970_00.xml;mapMerge_chr21;35507320.000000;15.850000;35507320.000000;33497471.000000
Epigenomics_9970_00.xml;mapMerge_chr21;32167490.000000;18.820000;32167490.000000;30346688.000000
Epigenomics_9970_00.xml;mapMerge_chr21;27535965.000000;11.880000;27535965.000000;25977325.000000
Epigenomics_9970_00.xml;mapMerge_chr21;26992317.000000;13.130000;26992317.000000;25464450.000000
Epigenomics_9970_00.xml;mapMerge_chr21;35594428.000000;15.740000;35594428.000000;33579649.000000
Epigenomics_9970_00.xml;mapMerge_chr21;53350100.000000;20.710000;53350100.000000;50330283.000000
Epigenomics_9970_00.xml;mapMerge_chr21;23076998.000000;10.070000;23076998.000000;21770752.000000
Epigenomics_9970_00.xml;mapMerge_chr21;26950434.000000;18.330000;26950434.000000;25424937.000000
Epigenomics_9970_00.xml;mapMerge_chr21;37274466.000000;17.360000;37274466.000000;35164590.000000
Epigenomics_9970_00.xml;mapMerge_chr21;35345036.000000;15.180000;35345036.000000;33344373.000000
Epigenomics_9970_00.xml;mapMerge_chr21;41449970.000000;22.470000;41449970.000000;39103745.000000
Epigenomics_9970_00.xml;mapMerge_chr21;32564656.000000;14.040000;32564656.000000;30721373.000000
Epigenomics_9970_00.xml;mapMerge_chr21;22509490.000000;9.870000;22509490.000000;21235367.000000
Epigenomics_9970_00.xml;mapMerge_chr21;21926653.000000;9.240000;21926653.000000;20685521.000000
Epigenomics_9970_00.xml;mapMerge_chr21;53901456.000000;25.510000;53901456.000000;50850430.000000
Epigenomics_9970_00.xml;mapMerge_chr21;27907325.000000;9.190000;27907325.000000;26327665.000000
Epigenomics_9970_00.xml;mapMerge_chr21;44741940.000000;17.260000;44741940.000000;42209377.000000
Epigenomics_9970_00.xml;mapMerge_chr21;26448209.000000;11.550000;26448209.000000;24951140.000000
Epigenomics_9970_00.xml;mapMerge_chr21;47854803.000000;19.900000;47854803.000000;45146040.000000
Epigenomics_9970_00.xml;mapMerge_chr21;35334248.000000;18.310000;35334248.000000;33334196.000000
Epigenomics_9970_00.xml;mapMerge_chr21;35875707.000000;15.060000;35875707.000000;33845006.000000
Epigenomics_9970_00.xml;mapMerge_chr21;51266498.000000;19.250000;51266498.000000;48364620.000000
Epigenomics_9970_00.xml;mapMerge_chr21;34810211.000000;14.470000;34810211.000000;32839821.000000
Epigenomics_9970_00.xml;mapMerge_chr21;44346065.000000;19.220000;44346065.000000;41835910.000000
Epigenomics_9970_00.xml;mapMerge_chr21;45533728.000000;19.970000;45533728.000000;42956347.000000
Epigenomics_9970_00.xml;mapMerge_chr21;33249131.000000;16.660000;33249131.000000;31367104.000000
Epigenomics_9970_00.xml;mapMerge_chr21;24014497.000000;12.520000;24014497.000000;22655185.000000
Epigenomics_9970_00.xml;mapMerge_chr21;27913531.000000;12.850000;27913531.000000;26333519.000000
Epigenomics_9970_00.xml;mapMerge_chr21;40008030.000000;18.400000;40008030.000000;37743424.000000
Epigenomics_9970_00.xml;mapMerge_chr21;37406296.000000;17.020000;37406296.000000;35288958.000000
Epigenomics_9970_00.xml;mapMerge_chr21;42005932.000000;16.220000;42005932.000000;39628237.000000
Epigenomics_9970_00.xml;mapMerge_chr21;34707735.000000;18.260000;34707735.000000;32743146.000000
Epigenomics_9970_00.xml;mapMerge_chr21;38001195.000000;19.950000;38001195.000000;35850183.000000
Epigenomics_9970_00.xml;mapMerge_chr21;56736128.000000;27.440000;56736128.000000;53524649.000000
Epigenomics_9970_00.xml;mapMerge_chr21;42271628.000000;18.980000;42271628.000000;39878894.000000
Epigenomics_9970_00.xml;mapMerge_chr21;32225018.000000;14.100000;32225018.000000;30400960.000000
Epigenomics_9970_00.xml;mapMerge_chr21;27469959.000000;12.250000;27469959.000000;25915055.000000
Epigenomics_9970_00.xml;mapMerge_chr21;19295342.000000;6.470000;19295342.000000;18203152.000000
Epigenomics_9970_00.xml;mapMerge_chr21;35549282.000000;14.270000;35549282.000000;33537058.000000
Epigenomics_9970_00.xml;mapMerge_chr21;21069235.000000;9.310000;21069235.000000;19876636.000000
Epigenomics_9970_00.xml;mapMerge_chr21;53528264.000000;21.520000;53528264.000000;50498362.000000
Epigenomics_9970_00.xml;mapMerge_chr21;51994770.000000;23.060000;51994770.000000;49051669.000000
Epigenomics_9970_00.xml;mapMerge_chr21;44748737.000000;24.020000;44748737.000000;42215789.000000
Epigenomics_9970_00.xml;mapMerge_chr21;46078673.000000;25.470000;46078673.000000;43470446.000000
Epigenomics_9970_00.xml;mapMerge_chr21;44424246.000000;19.230000;44424246.000000;41909666.000000
Epigenomics_9970_00.xml;mapMerge_chr21;18791516.000000;6.710000;18791516.000000;17727845.000000
Epigenomics_9970_00.xml;mapMerge_chr21;51190983.000000;21.020000;51190983.000000;48293380.000000
Epigenomics_9970_00.xml;mapMerge_chr21;39748880.000000;19.090000;39748880.000000;37498943.000000
Epigenomics_9970_00.xml;mapMerge_chr21;37322402.000000;15.700000;37322402.000000;35209813.000000
Epigenomics_9970_00.xml;mapMerge_chr21;28757123.000000;12.220000;28757123.000000;27129361.000000
Epigenomics_9970_00.xml;mapMerge_chr21;22219470.000000;10.210000;22219470.000000;20961764.000000
Epigenomics_9970_00.xml;mapMerge_chr21;22796508.000000;13.110000;22796508.000000;21506139.000000
Epigenomics_9970_00.xml;mapMerge_chr21;33310276.000000;14.510000;33310276.000000;31424788.000000
Epigenomics_9970_00.xml;mapMerge_chr21;21875500.000000;9.660000;21875500.000000;20637264.000000
Epigenomics_9970_00.xml;mapMerge_chr21;23986813.000000;10.530000;23986813.000000;22629068.000000
Epigenomics_9970_00.xml;mapMerge_chr21;45539780.000000;21.250000;45539780.000000;42962056.000000
Epigenomics_9970_00.xml;mapMerge_chr21;23631512.000000;9.100000;23631512.000000;22293879.000000
Epigenomics_9970_00.xml;mapMerge_chr21;49765703.000000;23.140000;49765703.000000;46948776.000000
Epigenomics_9970_00.xml;mapMerge_chr21;40760882.000000;16.100000;40760882.000000;38453662.000000
Epigenomics_9970_00.xml;mapMerge_chr21;63530752.000000;31.790000;63530752.000000;59934671.000000
Epigenomics_9970_00.xml;mapMerge_chr21;34149443.000000;13.520000;34149443.000000;32216455.000000
Epigenomics_9970_00.xml;mapMerge_chr21;23943264.000000;9.440000;23943264.000000;22587984.000000
Epigenomics_9970_00.xml;mapMerge_chr21;43250827.000000;21.730000;43250827.000000;40802666.000000
Epigenomics_9970_00.xml;mapMerge_chr21;32081993.000000;13.190000;32081993.000000;30266031.000000
Epigenomics_9970_00.xml;mapMerge_chr21;55930232.000000;25.340000;55930232.000000;52764369.000000
Epigenomics_9970_00.xml;mapMerge_chr21;46957764.000000;19.900000;46957764.000000;44299777.000000
Epigenomics_9970_00.xml;mapMerge_chr21;34951127.000000;20.270000;34951127.000000;32972761.000000
Epigenomics_9970_00.xml;mapMerge_chr21;34112485.000000;20.810000;34112485.000000;32181589.000000
Epigenomics_9970_00.xml;mapMerge_chr21;42493940.000000;24.370000;42493940.000000;40088622.000000
Epigenomics_9970_00.xml;mapMerge_chr21;40103595.000000;21.860000;40103595.000000;37833580.000000
Epigenomics_9970_00.xml;mapMerge_chr21;29455265.000000;13.400000;29455265.000000;27787985.000000
Epigenomics_9970_00.xml;mapMerge_chr21;36184686.000000;25.140000;36184686.000000;34136496.000000
Epigenomics_9970_00.xml;mapMerge_chr21;40174828.000000;16.230000;40174828.000000;37900781.000000
Epigenomics_9970_00.xml;mapMerge_chr21;38581584.000000;19.290000;38581584.000000;36397720.000000
Epigenomics_9970_00.xml;mapMerge_chr21;45712971.000000;18.360000;45712971.000000;43125444.000000
Epigenomics_9970_00.xml;mapMerge_chr21;25848648.000000;11.410000;25848648.000000;24385516.000000
Epigenomics_9970_00.xml;mapMerge_chr21;39181782.000000;14.760000;39181782.000000;36963945.000000
Epigenomics_9970_00.xml;mapMerge_chr21;48652504.000000;22.370000;48652504.000000;45898588.000000
Epigenomics_9970_00.xml;mapMerge_chr21;41369950.000000;19.340000;41369950.000000;39028254.000000
Epigenomics_9970_00.xml;mapMerge_chr21;43018582.000000;20.530000;43018582.000000;40583567.000000
Epigenomics_9970_00.xml;mapMerge_chr21;43326216.000000;18.460000;43326216.000000;40873788.000000
Epigenomics_9970_00.xml;mapMerge_chr21;52013985.000000;23.060000;52013985.000000;49069797.000000
Epigenomics_9970_00.xml;mapMerge_chr21;18072522.000000;6.630000;18072522.000000;17049549.000000
Epigenomics_9970_00.xml;mapMerge_chr21;49153751.000000;21.220000;49153751.000000;46371463.000000
Epigenomics_9970_00.xml;mapMerge_chr21;30807380.000000;14.320000;30807380.000000;29063566.000000
Epigenomics_9970_00.xml;mapMerge_chr21;35163462.000000;15.980000;35163462.000000;33173077.000000
Epigenomics_9970_00.xml;mapMerge_chr21;21146495.000000;7.410000;21146495.000000;19949523.000000
Epigenomics_9970_00.xml;mapMerge_chr21;29517120.000000;11.850000;29517120.000000;27846339.000000
Epigenomics_9970_00.xml;mapMerge_chr21;59602533.000000;30.470000;59602533.000000;56228804.000000
Epigenomics_9970_00.xml;mapMerge_chr21;48307513.000000;21.360000;48307513.000000;45573125.000000
Epigenomics_9970_00.xml;mapMerge_chr21;53923103.000000;27.350000;53923103.000000;50870851.000000
Epigenomics_9970_00.xml;mapMerge_chr21;22274792.000000;11.650000;22274792.000000;21013954.000000
Epigenomics_9970_00.xml;mapMerge_chr21;40195160.000000;23.880000;40195160.000000;37919962.000000
Epigenomics_9970_00.xml;mapMerge_chr21;18469786.000000;8.770000;18469786.000000;17424326.000000
Epigenomics_9970_00.xml;mapMerge_chr21;36218468.000000;20.320000;36218468.000000;34168366.000000
Epigenomics_9970_00.xml;mapMerge_chr21;50302847.000000;23.750000;50302847.000000;47455516.000000
Epigenomics_9970_00.xml;mapMerge_chr21;32626516.000000;18.140000;32626516.000000;30779732.000000
Epigenomics_9970_00.xml;mapMerge_chr21;50367385.000000;17.970000;50367385.000000;47516400.000000
Epigenomics_9970_00.xml;mapMerge_chr21;30263057.000000;13.790000;30263057.000000;28550053.000000
